description,category
MYNTRA TXN,Shopping
SPOTIFY UPI,Entertainment
AMAZON PAY POS,Shopping
RAPIDO #1234,Travel
HP PETROL UPI,Fuel
CASH WITHDRAWAL UPI,Others
NETFLIX PAYMENT,Entertainment
CASH WITHDRAWAL INDIA,Others
NPS STORE,Investment
LAB TEST ONLINE,Healthcare
DENTAL CLINIC POS,Healthcare
DENTAL CLINIC KOCHI,Healthcare
HP PETROL KOCHI,Fuel
KSRTC STORE,Travel
HOSPITAL INDIA,Healthcare
AIRTEL STORE,Bills
MEDICAL STORE TXN,Healthcare
APOLLO PHARMACY UPI,Healthcare
RELIANCE DIGITAL,Shopping
MCDONALDS KOCHI,Food
BHARAT PETROLEUM KOCHI,Fuel
DOMINOS PIZZA,Food
BUS TICKET #1234,Travel
HOSPITAL POS,Healthcare
LAB TEST ONLINE,Healthcare
IRCTC UPI,Travel
CASH WITHDRAWAL,Others
KFC INDIA BANGALORE,Food
IRCTC TXN,Travel
MYNTRA ONLINE,Shopping
NPS KOCHI,Investment
CHEQUE PAYMENT BANGALORE,Others
BHARAT PETROLEUM TXN,Fuel
AJIO,Shopping
KFC INDIA #1234,Food
OLA CAB #1234,Travel
DENTAL CLINIC UPI,Healthcare
NPS,Investment
NPS BANGALORE,Investment
SALARY CREDIT STORE,Salary
NPS TXN,Investment
BUS TICKET STORE,Travel
HOTSTAR INDIA,Entertainment
AMAZON PRIME ONLINE,Entertainment
INDIAN OIL INDIA,Fuel
MONTHLY SALARY BANGALORE,Salary
ZOMATO PAYMENT PAYMENT,Food
SALARY CREDIT KOCHI,Salary
BROADBAND BILL #1234,Bills
FLIPKART POS,Shopping
MOBILE RECHARGE UPI,Bills
PUMA STORE,Shopping
MEDICAL STORE PAYMENT,Healthcare
BONUS CREDIT TXN,Salary
BHARAT PETROLEUM STORE,Fuel
SHELL PETROL STORE,Fuel
MCDONALDS UPI,Food
HOTSTAR UPI,Entertainment
SHELL PETROL TXN,Fuel
HOSPITAL UPI,Healthcare
DOMINOS PIZZA STORE,Food
NIKE STORE UPI,Shopping
CHEQUE PAYMENT BANGALORE,Others
CHEQUE PAYMENT POS,Others
KFC INDIA TXN,Food
ELECTRICITY BILL PAYMENT,Bills
BONUS CREDIT,Salary
NIKE STORE UPI,Shopping
MEDICAL STORE POS,Healthcare
MUTUAL FUND SIP ONLINE,Investment
RELIANCE DIGITAL INDIA,Shopping
MUTUAL FUND SIP POS,Investment
ATM WITHDRAWAL POS,Others
ELECTRICITY BILL POS,Bills
CASH WITHDRAWAL STORE,Others
PUMA INDIA,Shopping
UBER TRIP PAYMENT,Travel
MEDICAL STORE INDIA,Healthcare
HP PETROL POS,Fuel
STOCK PURCHASE STORE,Investment
PIZZA HUT POS,Food
ELECTRICITY BILL ONLINE,Bills
INDIAN OIL POS,Fuel
HOSPITAL BANGALORE,Healthcare
SPOTIFY #1234,Entertainment
AMAZON PRIME INDIA,Entertainment
BANK CHARGE,Others
HOSPITAL PAYMENT,Healthcare
SUBWAY ONLINE,Food
BOOKMYSHOW PAYMENT,Entertainment
METRO RECHARGE TXN,Travel
ZOMATO PAYMENT UPI,Food
MONTHLY SALARY TXN,Salary
DOMINOS PIZZA KOCHI,Food
BANK CHARGE ONLINE,Others
PPF PAYMENT,Investment
BROADBAND BILL #1234,Bills
SWIGGY ORDER PAYMENT,Food
METRO RECHARGE KOCHI,Travel
INDIAN OIL TXN,Fuel
MONTHLY SALARY UPI,Salary
BHARAT PETROLEUM ONLINE,Fuel
MYNTRA UPI,Shopping
RAPIDO TXN,Travel
SHELL PETROL INDIA,Fuel
HOSPITAL UPI,Healthcare
WATER BILL ONLINE,Bills
APOLLO PHARMACY,Healthcare
KSRTC KOCHI,Travel
BANK CHARGE STORE,Others
CASH WITHDRAWAL TXN,Others
STARBUCKS PAYMENT,Food
SALARY CREDIT #1234,Salary
AMAZON PRIME BANGALORE,Entertainment
HP PETROL TXN,Fuel
SHELL PETROL #1234,Fuel
BANK CHARGE,Others
MCDONALDS POS,Food
HOSPITAL PAYMENT,Healthcare
CROMA BANGALORE,Shopping
HOSPITAL INDIA,Healthcare
NPS PAYMENT,Investment
ELECTRICITY BILL STORE,Bills
BANK CHARGE TXN,Others
BONUS CREDIT INDIA,Salary
MEDICAL STORE POS,Healthcare
HOSPITAL KOCHI,Healthcare
MCDONALDS STORE,Food
FLIGHT BOOKING STORE,Travel
APOLLO PHARMACY INDIA,Healthcare
PUMA KOCHI,Shopping
KSRTC UPI,Travel
UBER TRIP STORE,Travel
AIRTEL BANGALORE,Bills
NPS,Investment
HP PETROL POS,Fuel
ATM WITHDRAWAL ONLINE,Others
MCDONALDS POS,Food
KFC INDIA POS,Food
CASH WITHDRAWAL #1234,Others
SHELL PETROL,Fuel
PIZZA HUT STORE,Food
HOTSTAR BANGALORE,Entertainment
APOLLO PHARMACY KOCHI,Healthcare
STARBUCKS PAYMENT,Food
MUTUAL FUND SIP UPI,Investment
NETFLIX TXN,Entertainment
BURGER KING PAYMENT,Food
NPS TXN,Investment
ZERODHA STORE,Investment
SPOTIFY ONLINE,Entertainment
HP PETROL TXN,Fuel
MONTHLY SALARY KOCHI,Salary
AJIO STORE,Shopping
SPOTIFY TXN,Entertainment
ELECTRICITY BILL UPI,Bills
CHEQUE PAYMENT ONLINE,Others
WATER BILL INDIA,Bills
CAFE COFFEE DAY UPI,Food
ZERODHA BANGALORE,Investment
FLIGHT BOOKING POS,Travel
STOCK PURCHASE TXN,Investment
FLIGHT BOOKING POS,Travel
MONTHLY SALARY TXN,Salary
BANK CHARGE POS,Others
SUBWAY PAYMENT,Food
SALARY CREDIT STORE,Salary
BHARAT PETROLEUM UPI,Fuel
NPS KOCHI,Investment
METRO RECHARGE UPI,Travel
MOBILE RECHARGE TXN,Bills
BOOKMYSHOW POS,Entertainment
SHELL PETROL UPI,Fuel
ATM WITHDRAWAL STORE,Others
HOTSTAR INDIA,Entertainment
YOUTUBE PREMIUM #1234,Entertainment
ATM WITHDRAWAL ONLINE,Others
LAB TEST PAYMENT,Healthcare
AJIO TXN,Shopping
RAPIDO,Travel
SALARY CREDIT #1234,Salary
BURGER KING BANGALORE,Food
OLA CAB,Travel
BANK CHARGE BANGALORE,Others
MEDICAL STORE TXN,Healthcare
JIO RECHARGE POS,Bills
BONUS CREDIT BANGALORE,Salary
BROADBAND BILL INDIA,Bills
MONTHLY SALARY PAYMENT,Salary
MUTUAL FUND SIP UPI,Investment
BONUS CREDIT BANGALORE,Salary
MCDONALDS BANGALORE,Food
SALARY CREDIT KOCHI,Salary
DOMINOS PIZZA ONLINE,Food
BHARAT PETROLEUM POS,Fuel
CHEQUE PAYMENT PAYMENT,Others
CAFE COFFEE DAY BANGALORE,Food
APOLLO PHARMACY POS,Healthcare
MONTHLY SALARY,Salary
OLA CAB POS,Travel
AJIO STORE,Shopping
CROMA UPI,Shopping
CAFE COFFEE DAY TXN,Food
AIRTEL POS,Bills
METRO RECHARGE POS,Travel
MONTHLY SALARY BANGALORE,Salary
BANK CHARGE ONLINE,Others
HOTSTAR KOCHI,Entertainment
FLIGHT BOOKING BANGALORE,Travel
BANK CHARGE ONLINE,Others
BHARAT PETROLEUM ONLINE,Fuel
BONUS CREDIT POS,Salary
JIO RECHARGE INDIA,Bills
NPS UPI,Investment
CHEQUE PAYMENT POS,Others
NETFLIX TXN,Entertainment
DENTAL CLINIC,Healthcare
SWIGGY ORDER POS,Food
ZOMATO PAYMENT KOCHI,Food
NIKE STORE UPI,Shopping
AJIO INDIA,Shopping
SPOTIFY UPI,Entertainment
BONUS CREDIT,Salary
BONUS CREDIT,Salary
CASH WITHDRAWAL TXN,Others
NETFLIX KOCHI,Entertainment
BHARAT PETROLEUM TXN,Fuel
PIZZA HUT TXN,Food
LAB TEST STORE,Healthcare
NETFLIX POS,Entertainment
BURGER KING TXN,Food
BONUS CREDIT,Salary
MONTHLY SALARY PAYMENT,Salary
CAFE COFFEE DAY,Food
NPS UPI,Investment
INDIAN OIL ONLINE,Fuel
BUS TICKET BANGALORE,Travel
LAB TEST POS,Healthcare
HOSPITAL ONLINE,Healthcare
BROADBAND BILL TXN,Bills
BURGER KING POS,Food
SHELL PETROL KOCHI,Fuel
INDIAN OIL,Fuel
LAB TEST PAYMENT,Healthcare
SALARY CREDIT,Salary
BHARAT PETROLEUM INDIA,Fuel
BURGER KING ONLINE,Food
CASH WITHDRAWAL BANGALORE,Others
PPF,Investment
PIZZA HUT TXN,Food
SWIGGY ORDER KOCHI,Food
BHARAT PETROLEUM KOCHI,Fuel
HOSPITAL STORE,Healthcare
MUTUAL FUND SIP,Investment
BUS TICKET KOCHI,Travel
NPS ONLINE,Investment
PPF INDIA,Investment
RAPIDO KOCHI,Travel
KFC INDIA,Food
APOLLO PHARMACY STORE,Healthcare
LAB TEST POS,Healthcare
SWIGGY ORDER KOCHI,Food
KFC INDIA KOCHI,Food
BURGER KING POS,Food
ELECTRICITY BILL ONLINE,Bills
MONTHLY SALARY UPI,Salary
IRCTC UPI,Travel
KSRTC TXN,Travel
MCDONALDS STORE,Food
STARBUCKS STORE,Food
FLIGHT BOOKING BANGALORE,Travel
DOMINOS PIZZA PAYMENT,Food
WATER BILL TXN,Bills
MCDONALDS ONLINE,Food
WATER BILL,Bills
BHARAT PETROLEUM ONLINE,Fuel
SHELL PETROL POS,Fuel
MUTUAL FUND SIP BANGALORE,Investment
AMAZON PRIME KOCHI,Entertainment
AMAZON PRIME PAYMENT,Entertainment
CROMA KOCHI,Shopping
MONTHLY SALARY TXN,Salary
BHARAT PETROLEUM POS,Fuel
ZOMATO PAYMENT TXN,Food
SPOTIFY UPI,Entertainment
PPF INDIA,Investment
ATM WITHDRAWAL POS,Others
INDIAN OIL INDIA,Fuel
LAB TEST PAYMENT,Healthcare
INDIAN OIL INDIA,Fuel
BHARAT PETROLEUM INDIA,Fuel
ELECTRICITY BILL KOCHI,Bills
DOMINOS PIZZA TXN,Food
BONUS CREDIT TXN,Salary
ATM WITHDRAWAL,Others
ZERODHA KOCHI,Investment
FLIGHT BOOKING BANGALORE,Travel
ZERODHA,Investment
MONTHLY SALARY INDIA,Salary
CASH WITHDRAWAL INDIA,Others
MOBILE RECHARGE INDIA,Bills
CASH WITHDRAWAL ONLINE,Others
MEDICAL STORE KOCHI,Healthcare
NIKE STORE KOCHI,Shopping
RAPIDO STORE,Travel
BOOKMYSHOW PAYMENT,Entertainment
RELIANCE DIGITAL POS,Shopping
SHELL PETROL TXN,Fuel
BROADBAND BILL BANGALORE,Bills
BONUS CREDIT BANGALORE,Salary
BHARAT PETROLEUM PAYMENT,Fuel
HOTSTAR,Entertainment
KSRTC TXN,Travel
BHARAT PETROLEUM TXN,Fuel
SHELL PETROL PAYMENT,Fuel
WATER BILL UPI,Bills
MONTHLY SALARY POS,Salary
SWIGGY ORDER POS,Food
SHELL PETROL PAYMENT,Fuel
CROMA STORE,Shopping
BONUS CREDIT ONLINE,Salary
DENTAL CLINIC #1234,Healthcare
ZERODHA TXN,Investment
SUBWAY KOCHI,Food
SALARY CREDIT UPI,Salary
WATER BILL ONLINE,Bills
MOBILE RECHARGE,Bills
MOBILE RECHARGE BANGALORE,Bills
HOSPITAL #1234,Healthcare
SUBWAY INDIA,Food
HOSPITAL,Healthcare
INDIAN OIL POS,Fuel
SALARY CREDIT,Salary
JIO RECHARGE STORE,Bills
MONTHLY SALARY TXN,Salary
MOBILE RECHARGE POS,Bills
CASH WITHDRAWAL #1234,Others
BROADBAND BILL,Bills
FLIPKART POS,Shopping
HOTSTAR ONLINE,Entertainment
BHARAT PETROLEUM TXN,Fuel
BROADBAND BILL #1234,Bills
INDIAN OIL PAYMENT,Fuel
CHEQUE PAYMENT BANGALORE,Others
AIRTEL TXN,Bills
PUMA TXN,Shopping
IRCTC BANGALORE,Travel
RAPIDO KOCHI,Travel
HP PETROL POS,Fuel
IRCTC INDIA,Travel
SHELL PETROL POS,Fuel
APOLLO PHARMACY,Healthcare
BROADBAND BILL #1234,Bills
BURGER KING STORE,Food
AJIO PAYMENT,Shopping
HOSPITAL TXN,Healthcare
SPOTIFY UPI,Entertainment
CASH WITHDRAWAL,Others
SALARY CREDIT PAYMENT,Salary
KSRTC POS,Travel
SALARY CREDIT STORE,Salary
CHEQUE PAYMENT BANGALORE,Others
ZERODHA,Investment
MONTHLY SALARY STORE,Salary
BOOKMYSHOW,Entertainment
OLA CAB ONLINE,Travel
BOOKMYSHOW,Entertainment
OLA CAB BANGALORE,Travel
MUTUAL FUND SIP #1234,Investment
INDIAN OIL UPI,Fuel
ELECTRICITY BILL STORE,Bills
BANK CHARGE PAYMENT,Others
HOSPITAL BANGALORE,Healthcare
JIO RECHARGE INDIA,Bills
OLA CAB INDIA,Travel
MONTHLY SALARY ONLINE,Salary
PUMA POS,Shopping
JIO RECHARGE KOCHI,Bills
FLIPKART STORE,Shopping
CASH WITHDRAWAL BANGALORE,Others
APOLLO PHARMACY INDIA,Healthcare
SALARY CREDIT KOCHI,Salary
BANK CHARGE PAYMENT,Others
UBER TRIP POS,Travel
RELIANCE DIGITAL #1234,Shopping
CHEQUE PAYMENT INDIA,Others
BURGER KING BANGALORE,Food
CHEQUE PAYMENT,Others
RELIANCE DIGITAL BANGALORE,Shopping
ZOMATO PAYMENT POS,Food
INDIAN OIL BANGALORE,Fuel
ATM WITHDRAWAL PAYMENT,Others
SALARY CREDIT ONLINE,Salary
SALARY CREDIT TXN,Salary
ZERODHA UPI,Investment
BOOKMYSHOW TXN,Entertainment
YOUTUBE PREMIUM ONLINE,Entertainment
HP PETROL INDIA,Fuel
CHEQUE PAYMENT #1234,Others
SALARY CREDIT,Salary
NIKE STORE STORE,Shopping
RELIANCE DIGITAL PAYMENT,Shopping
HP PETROL ONLINE,Fuel
LAB TEST KOCHI,Healthcare
CROMA STORE,Shopping
CASH WITHDRAWAL POS,Others
HP PETROL INDIA,Fuel
CHEQUE PAYMENT ONLINE,Others
AMAZON PAY #1234,Shopping
MEDICAL STORE BANGALORE,Healthcare
STOCK PURCHASE ONLINE,Investment
MEDICAL STORE STORE,Healthcare
ELECTRICITY BILL KOCHI,Bills
MEDICAL STORE BANGALORE,Healthcare
ELECTRICITY BILL STORE,Bills
LAB TEST #1234,Healthcare
DENTAL CLINIC ONLINE,Healthcare
BANK CHARGE TXN,Others
ELECTRICITY BILL ONLINE,Bills
ATM WITHDRAWAL UPI,Others
MEDICAL STORE STORE,Healthcare
MONTHLY SALARY #1234,Salary
BONUS CREDIT PAYMENT,Salary
PUMA BANGALORE,Shopping
SALARY CREDIT TXN,Salary
CASH WITHDRAWAL TXN,Others
AJIO #1234,Shopping
DENTAL CLINIC,Healthcare
ZERODHA BANGALORE,Investment
AMAZON PRIME POS,Entertainment
NETFLIX #1234,Entertainment
JIO RECHARGE #1234,Bills
MONTHLY SALARY ONLINE,Salary
SHELL PETROL ONLINE,Fuel
MCDONALDS PAYMENT,Food
CHEQUE PAYMENT,Others
MUTUAL FUND SIP POS,Investment
IRCTC STORE,Travel
SHELL PETROL STORE,Fuel
MUTUAL FUND SIP TXN,Investment
BOOKMYSHOW TXN,Entertainment
CHEQUE PAYMENT KOCHI,Others
AMAZON PAY STORE,Shopping
OLA CAB INDIA,Travel
IRCTC PAYMENT,Travel
MEDICAL STORE PAYMENT,Healthcare
BONUS CREDIT ONLINE,Salary
ELECTRICITY BILL PAYMENT,Bills
APOLLO PHARMACY BANGALORE,Healthcare
JIO RECHARGE TXN,Bills
OLA CAB INDIA,Travel
METRO RECHARGE PAYMENT,Travel
JIO RECHARGE STORE,Bills
SALARY CREDIT UPI,Salary
MEDICAL STORE INDIA,Healthcare
LAB TEST #1234,Healthcare
BHARAT PETROLEUM ONLINE,Fuel
ATM WITHDRAWAL INDIA,Others
SALARY CREDIT POS,Salary
INDIAN OIL,Fuel
AMAZON PAY BANGALORE,Shopping
LAB TEST POS,Healthcare
METRO RECHARGE KOCHI,Travel
MONTHLY SALARY TXN,Salary
MCDONALDS POS,Food
HOTSTAR TXN,Entertainment
ZERODHA POS,Investment
BHARAT PETROLEUM BANGALORE,Fuel
SHELL PETROL PAYMENT,Fuel
AJIO ONLINE,Shopping
BROADBAND BILL TXN,Bills
NIKE STORE PAYMENT,Shopping
BURGER KING KOCHI,Food
IRCTC PAYMENT,Travel
SALARY CREDIT KOCHI,Salary
BHARAT PETROLEUM PAYMENT,Fuel
WATER BILL TXN,Bills
MYNTRA,Shopping
PPF ONLINE,Investment
IRCTC ONLINE,Travel
JIO RECHARGE #1234,Bills
MOBILE RECHARGE POS,Bills
STARBUCKS PAYMENT,Food
HOSPITAL KOCHI,Healthcare
CHEQUE PAYMENT #1234,Others
LAB TEST UPI,Healthcare
OLA CAB ONLINE,Travel
SALARY CREDIT UPI,Salary
OLA CAB STORE,Travel
SPOTIFY BANGALORE,Entertainment
CROMA PAYMENT,Shopping
MOBILE RECHARGE INDIA,Bills
APOLLO PHARMACY ONLINE,Healthcare
CROMA POS,Shopping
SHELL PETROL,Fuel
CHEQUE PAYMENT,Others
CASH WITHDRAWAL POS,Others
SALARY CREDIT KOCHI,Salary
MUTUAL FUND SIP INDIA,Investment
ATM WITHDRAWAL,Others
HP PETROL PAYMENT,Fuel
MEDICAL STORE #1234,Healthcare
SALARY CREDIT TXN,Salary
JIO RECHARGE TXN,Bills
STOCK PURCHASE PAYMENT,Investment
APOLLO PHARMACY ONLINE,Healthcare
YOUTUBE PREMIUM ONLINE,Entertainment
AMAZON PAY POS,Shopping
MOBILE RECHARGE BANGALORE,Bills
BROADBAND BILL POS,Bills
RELIANCE DIGITAL STORE,Shopping
CHEQUE PAYMENT PAYMENT,Others
CHEQUE PAYMENT ONLINE,Others
BUS TICKET POS,Travel
MUTUAL FUND SIP UPI,Investment
BUS TICKET,Travel
WATER BILL ONLINE,Bills
CASH WITHDRAWAL KOCHI,Others
MUTUAL FUND SIP UPI,Investment
PPF TXN,Investment
NPS ONLINE,Investment
HP PETROL ONLINE,Fuel
HOTSTAR KOCHI,Entertainment
FLIGHT BOOKING ONLINE,Travel
PUMA TXN,Shopping
BHARAT PETROLEUM BANGALORE,Fuel
LAB TEST ONLINE,Healthcare
PPF INDIA,Investment
BANK CHARGE ONLINE,Others
PPF INDIA,Investment
CHEQUE PAYMENT ONLINE,Others
ATM WITHDRAWAL ONLINE,Others
PIZZA HUT #1234,Food
BONUS CREDIT BANGALORE,Salary
MOBILE RECHARGE INDIA,Bills
ZERODHA #1234,Investment
SUBWAY BANGALORE,Food
NETFLIX ONLINE,Entertainment
SALARY CREDIT INDIA,Salary
KSRTC #1234,Travel
RAPIDO POS,Travel
ATM WITHDRAWAL INDIA,Others
ZERODHA UPI,Investment
BHARAT PETROLEUM,Fuel
MOBILE RECHARGE #1234,Bills
NPS BANGALORE,Investment
SHELL PETROL #1234,Fuel
MONTHLY SALARY #1234,Salary
ATM WITHDRAWAL #1234,Others
SALARY CREDIT BANGALORE,Salary
CHEQUE PAYMENT TXN,Others
WATER BILL TXN,Bills
INDIAN OIL,Fuel
BONUS CREDIT BANGALORE,Salary
JIO RECHARGE PAYMENT,Bills
HP PETROL KOCHI,Fuel
SHELL PETROL KOCHI,Fuel
FLIGHT BOOKING PAYMENT,Travel
UBER TRIP KOCHI,Travel
MCDONALDS ONLINE,Food
ELECTRICITY BILL #1234,Bills
PPF PAYMENT,Investment
SHELL PETROL PAYMENT,Fuel
BROADBAND BILL UPI,Bills
BHARAT PETROLEUM UPI,Fuel
KSRTC KOCHI,Travel
BONUS CREDIT TXN,Salary
KSRTC PAYMENT,Travel
AMAZON PRIME BANGALORE,Entertainment
NETFLIX ONLINE,Entertainment
RAPIDO UPI,Travel
DENTAL CLINIC STORE,Healthcare
BONUS CREDIT INDIA,Salary
BURGER KING BANGALORE,Food
KFC INDIA #1234,Food
CHEQUE PAYMENT KOCHI,Others
SPOTIFY INDIA,Entertainment
MYNTRA KOCHI,Shopping
UBER TRIP TXN,Travel
CHEQUE PAYMENT PAYMENT,Others
METRO RECHARGE INDIA,Travel
MONTHLY SALARY ONLINE,Salary
MEDICAL STORE POS,Healthcare
KFC INDIA UPI,Food
AMAZON PAY POS,Shopping
WATER BILL STORE,Bills
MEDICAL STORE,Healthcare
APOLLO PHARMACY UPI,Healthcare
BHARAT PETROLEUM POS,Fuel
SPOTIFY ONLINE,Entertainment
AMAZON PAY ONLINE,Shopping
HOSPITAL POS,Healthcare
CASH WITHDRAWAL TXN,Others
KFC INDIA KOCHI,Food
IRCTC STORE,Travel
MONTHLY SALARY UPI,Salary
IRCTC BANGALORE,Travel
RAPIDO KOCHI,Travel
DENTAL CLINIC BANGALORE,Healthcare
JIO RECHARGE BANGALORE,Bills
BONUS CREDIT INDIA,Salary
SWIGGY ORDER TXN,Food
STOCK PURCHASE,Investment
ZERODHA,Investment
PPF PAYMENT,Investment
APOLLO PHARMACY INDIA,Healthcare
BROADBAND BILL POS,Bills
HOSPITAL KOCHI,Healthcare
NIKE STORE #1234,Shopping
MEDICAL STORE PAYMENT,Healthcare
METRO RECHARGE #1234,Travel
SALARY CREDIT BANGALORE,Salary
DENTAL CLINIC POS,Healthcare
BONUS CREDIT POS,Salary
PUMA TXN,Shopping
OLA CAB INDIA,Travel
PPF ONLINE,Investment
RELIANCE DIGITAL PAYMENT,Shopping
SPOTIFY KOCHI,Entertainment
ZERODHA INDIA,Investment
FLIGHT BOOKING,Travel
LAB TEST INDIA,Healthcare
MEDICAL STORE STORE,Healthcare
PUMA POS,Shopping
SALARY CREDIT POS,Salary
ZERODHA PAYMENT,Investment
METRO RECHARGE #1234,Travel
SHELL PETROL ONLINE,Fuel
MEDICAL STORE POS,Healthcare
OLA CAB INDIA,Travel
IRCTC UPI,Travel
ATM WITHDRAWAL STORE,Others
SHELL PETROL POS,Fuel
FLIPKART ONLINE,Shopping
APOLLO PHARMACY #1234,Healthcare
INDIAN OIL #1234,Fuel
BANK CHARGE ONLINE,Others
KSRTC PAYMENT,Travel
RAPIDO #1234,Travel
INDIAN OIL KOCHI,Fuel
KSRTC INDIA,Travel
AMAZON PRIME POS,Entertainment
PIZZA HUT #1234,Food
LAB TEST #1234,Healthcare
YOUTUBE PREMIUM KOCHI,Entertainment
AIRTEL #1234,Bills
PUMA POS,Shopping
MEDICAL STORE STORE,Healthcare
JIO RECHARGE PAYMENT,Bills
AIRTEL,Bills
MUTUAL FUND SIP POS,Investment
SPOTIFY ONLINE,Entertainment
ATM WITHDRAWAL INDIA,Others
RELIANCE DIGITAL #1234,Shopping
APOLLO PHARMACY TXN,Healthcare
NPS #1234,Investment
MUTUAL FUND SIP #1234,Investment
BHARAT PETROLEUM #1234,Fuel
CASH WITHDRAWAL INDIA,Others
HOSPITAL POS,Healthcare
NETFLIX BANGALORE,Entertainment
SALARY CREDIT ONLINE,Salary
SHELL PETROL TXN,Fuel
HOSPITAL PAYMENT,Healthcare
BUS TICKET ONLINE,Travel
STOCK PURCHASE UPI,Investment
ZOMATO PAYMENT UPI,Food
CROMA STORE,Shopping
NPS BANGALORE,Investment
DOMINOS PIZZA,Food
MONTHLY SALARY STORE,Salary
MYNTRA KOCHI,Shopping
YOUTUBE PREMIUM PAYMENT,Entertainment
KFC INDIA ONLINE,Food
WATER BILL #1234,Bills
BUS TICKET INDIA,Travel
PPF PAYMENT,Investment
BOOKMYSHOW TXN,Entertainment
RAPIDO BANGALORE,Travel
INDIAN OIL ONLINE,Fuel
YOUTUBE PREMIUM TXN,Entertainment
SPOTIFY POS,Entertainment
DENTAL CLINIC TXN,Healthcare
BURGER KING PAYMENT,Food
SPOTIFY,Entertainment
MONTHLY SALARY TXN,Salary
BONUS CREDIT PAYMENT,Salary
NIKE STORE STORE,Shopping
WATER BILL KOCHI,Bills
MUTUAL FUND SIP,Investment
BURGER KING ONLINE,Food
LAB TEST,Healthcare
ZOMATO PAYMENT BANGALORE,Food
KSRTC POS,Travel
INDIAN OIL #1234,Fuel
BANK CHARGE KOCHI,Others
AJIO TXN,Shopping
MUTUAL FUND SIP TXN,Investment
LAB TEST,Healthcare
AMAZON PAY STORE,Shopping
BOOKMYSHOW KOCHI,Entertainment
CHEQUE PAYMENT PAYMENT,Others
HP PETROL STORE,Fuel
BONUS CREDIT BANGALORE,Salary
BANK CHARGE ONLINE,Others
STOCK PURCHASE POS,Investment
BONUS CREDIT,Salary
HP PETROL TXN,Fuel
RELIANCE DIGITAL #1234,Shopping
DOMINOS PIZZA INDIA,Food
YOUTUBE PREMIUM PAYMENT,Entertainment
KFC INDIA INDIA,Food
CASH WITHDRAWAL STORE,Others
CASH WITHDRAWAL #1234,Others
INDIAN OIL UPI,Fuel
METRO RECHARGE UPI,Travel
LAB TEST INDIA,Healthcare
KSRTC PAYMENT,Travel
STOCK PURCHASE KOCHI,Investment
MONTHLY SALARY INDIA,Salary
MONTHLY SALARY,Salary
BANK CHARGE POS,Others
MONTHLY SALARY TXN,Salary
HOTSTAR ONLINE,Entertainment
METRO RECHARGE UPI,Travel
APOLLO PHARMACY TXN,Healthcare
MONTHLY SALARY UPI,Salary
CROMA,Shopping
MONTHLY SALARY KOCHI,Salary
AMAZON PAY ONLINE,Shopping
HP PETROL PAYMENT,Fuel
BUS TICKET #1234,Travel
MONTHLY SALARY POS,Salary
NPS,Investment
AMAZON PRIME STORE,Entertainment
PUMA,Shopping
CHEQUE PAYMENT UPI,Others
IRCTC STORE,Travel
HOSPITAL BANGALORE,Healthcare
PPF #1234,Investment
MUTUAL FUND SIP POS,Investment
MOBILE RECHARGE UPI,Bills
SALARY CREDIT ONLINE,Salary
MYNTRA STORE,Shopping
BONUS CREDIT KOCHI,Salary
AMAZON PRIME BANGALORE,Entertainment
HOSPITAL UPI,Healthcare
INDIAN OIL PAYMENT,Fuel
SHELL PETROL INDIA,Fuel
CAFE COFFEE DAY KOCHI,Food
BOOKMYSHOW INDIA,Entertainment
STARBUCKS UPI,Food
MONTHLY SALARY,Salary
ZERODHA POS,Investment
CHEQUE PAYMENT UPI,Others
SALARY CREDIT POS,Salary
BONUS CREDIT BANGALORE,Salary
ELECTRICITY BILL KOCHI,Bills
PPF,Investment
LAB TEST UPI,Healthcare
BONUS CREDIT STORE,Salary
CASH WITHDRAWAL STORE,Others
SWIGGY ORDER UPI,Food
BONUS CREDIT UPI,Salary
BOOKMYSHOW #1234,Entertainment
STARBUCKS ONLINE,Food
BONUS CREDIT #1234,Salary
BHARAT PETROLEUM ONLINE,Fuel
BHARAT PETROLEUM ONLINE,Fuel
MEDICAL STORE UPI,Healthcare
WATER BILL STORE,Bills
BANK CHARGE POS,Others
PIZZA HUT STORE,Food
DENTAL CLINIC INDIA,Healthcare
ZOMATO PAYMENT BANGALORE,Food
FLIGHT BOOKING TXN,Travel
BUS TICKET KOCHI,Travel
BURGER KING KOCHI,Food
AJIO POS,Shopping
HOTSTAR,Entertainment
METRO RECHARGE POS,Travel
BANK CHARGE INDIA,Others
STOCK PURCHASE PAYMENT,Investment
PUMA STORE,Shopping
RELIANCE DIGITAL ONLINE,Shopping
INDIAN OIL INDIA,Fuel
SALARY CREDIT POS,Salary
IRCTC ONLINE,Travel
NPS INDIA,Investment
MONTHLY SALARY ONLINE,Salary
BONUS CREDIT,Salary
APOLLO PHARMACY KOCHI,Healthcare
HP PETROL INDIA,Fuel
BOOKMYSHOW KOCHI,Entertainment
APOLLO PHARMACY TXN,Healthcare
HP PETROL POS,Fuel
ATM WITHDRAWAL STORE,Others
ELECTRICITY BILL,Bills
STARBUCKS TXN,Food
HP PETROL INDIA,Fuel
MONTHLY SALARY STORE,Salary
AIRTEL KOCHI,Bills
STOCK PURCHASE,Investment
HP PETROL ONLINE,Fuel
NIKE STORE #1234,Shopping
PPF PAYMENT,Investment
PPF PAYMENT,Investment
